ID Transação;ID Cliente;Data Compra;Data Envio;Tempo Entrega (dias);Região;Categoria Produto;Produto;Forma Pagamento;Valor Compra (R$);Reclamação;Comentários;Nota
806;CUST00806;09/06/25;14/06/25;5;Sul;Higiene Pessoal;Papel Higiênico c/12;PIX;1567;Não;-;3
807;CUST00807;28/05/25;02/06/25;5;Centro-Oeste;Bebidas;Suco de Laranja 1L;PIX;592;Não;-;3
808;CUST00808;20/05/25;29/05/25;9;Norte;Alimentos Básicos;Macarrão Espaguete 500g;Cartão Crédito;410;Não;-;3
809;CUST00809;26/06/25;28/06/25;2;Centro-Oeste;Limpeza Doméstica;Sabão em Pó 1kg;Cartão Crédito;1379;Não;-;3
810;CUST00810;24/06/25;25/06/25;1;Centro-Oeste;Bebidas;Água Mineral 1,5L;Cartão Débito;206;Sim;Embalagem violada;1
811;CUST00811;30/06/25;08/07/25;8;Norte;Limpeza Doméstica;Esponja Múltipla;Cartão Crédito;114;Não;-;3
812;CUST00812;03/06/25;07/06/25;4;Sudeste;Alimentos Básicos;Arroz Tipo 1 (5kg);PIX;2522;Não;-;3
813;CUST00813;22/06/25;27/06/25;5;Norte;Bebidas;Suco de Laranja 1L;Cartão Débito;650;Não;-;3
814;CUST00814;15/06/25;20/06/25;5;Norte;Bebidas;Refrigerante Cola 2L;Cartão Crédito;624;Não;Entrega rápida e sem problemas;4
815;CUST00815;23/05/25;01/06/25;9;Norte;Alimentos Básicos;Farinha de Trigo 1kg;Cartão Crédito;468;Não;-;3
816;CUST00816;11/06/25;16/06/25;5;Nordeste;Bebidas;Refrigerante Cola 2L;PIX;673;Não;-;3
817;CUST00817;22/05/25;23/05/25;1;Sudeste;Alimentos Básicos;Arroz Tipo 1 (5kg);Cartão Débito;1656;Não;-;3
818;CUST00818;11/06/25;14/06/25;3;Nordeste;Limpeza Doméstica;Esponja Múltipla;Dinheiro;194;Sim;Produto danificado;1
819;CUST00819;10/06/25;12/06/25;2;Centro-Oeste;Higiene Pessoal;Papel Higiênico c/12;Cartão Crédito;2184;Não;-;3
820;CUST00820;25/06/25;30/06/25;5;Sudeste;Bebidas;Cerveja Pilsen 350ml (pack 6);PIX;1419;Não;-;3
821;CUST00821;19/05/25;23/05/25;4;Nordeste;Bebidas;Refrigerante Cola 2L;Cartão Crédito;655;Não;-;3
822;CUST00822;29/05/25;30/05/25;1;Nordeste;Alimentos Básicos;Farinha de Trigo 1kg;Cartão Débito;652;Não;-;3
823;CUST00823;11/06/25;12/06/25;1;Sudeste;Limpeza Doméstica;Desinfetante 1L;PIX;658;Não;-;3
824;CUST00824;03/06/25;13/06/25;10;Sul;Limpeza Doméstica;Detergente Líquido 500ml;Cartão Crédito;262;Não;-;3
825;CUST00825;20/05/25;23/05/25;3;Sudeste;Limpeza Doméstica;Detergente Líquido 500ml;Cartão Crédito;521;Não;-;3
826;CUST00826;18/05/25;25/05/25;7;Sul;Alimentos Básicos;Farinha de Trigo 1kg;Cartão Crédito;776;Não;-;3
827;CUST00827;28/05/25;06/06/25;9;Norte;Bebidas;Água Mineral 1,5L;PIX;389;Não;-;3
828;CUST00828;24/06/25;29/06/25;5;Nordeste;Higiene Pessoal;Papel Higiênico c/12;Cartão Crédito;1280;Não;-;3
829;CUST00829;17/06/25;20/06/25;3;Centro-Oeste;Higiene Pessoal;Sabonete em Barra;PIX;277;Sim;Atraso na entrega;1
830;CUST00830;20/05/25;23/05/25;3;Centro-Oeste;Bebidas;Água Mineral 1,5L;Cartão Crédito;239;Não;-;3
831;CUST00831;21/05/25;29/05/25;8;Norte;Higiene Pessoal;Creme Dental 90g;Cartão Débito;375;Não;-;3
832;CUST00832;14/06/25;17/06/25;3;Sudeste;Limpeza Doméstica;Desinfetante 1L;Cartão Crédito;570;Não;-;3
833;CUST00833;16/06/25;26/06/25;10;Norte;Bebidas;Refrigerante Cola 2L;Cartão Crédito;1114;Não;-;3
834;CUST00834;02/06/25;07/06/25;5;Centro-Oeste;Bebidas;Água Mineral 1,5L;Cartão Crédito;295;Não;-;3
835;CUST00835;16/05/25;18/05/25;2;Sudeste;Higiene Pessoal;Sabonete em Barra;Cartão Crédito;345;Não;-;3
836;CUST00836;12/06/25;16/06/25;4;Nordeste;Limpeza Doméstica;Detergente Líquido 500ml;PIX;263;Sim;Produto diferente do pedido;1
837;CUST00837;06/06/25;12/06/25;6;Sul;Higiene Pessoal;Shampoo 400ml;Cartão Crédito;1745;Não;-;3
838;CUST00838;30/05/25;05/06/25;6;Norte;Alimentos Básicos;Arroz Tipo 1 (5kg);Cartão Crédito;3001;Não;-;3
839;CUST00839;13/06/25;19/06/25;6;Sul;Limpeza Doméstica;Sabão em Pó 1kg;Cartão Crédito;1284;Não;-;3
840;CUST00840;24/05/25;29/05/25;5;Norte;Limpeza Doméstica;Sabão em Pó 1kg;PIX;789;Não;-;3
841;CUST00841;22/06/25;28/06/25;6;Norte;Higiene Pessoal;Shampoo 400ml;Cartão Crédito;1083;Não;-;3
842;CUST00842;13/06/25;19/06/25;6;Sul;Limpeza Doméstica;Desinfetante 1L;PIX;393;Não;Entrega rápida e sem problemas;4
843;CUST00843;12/06/25;20/06/25;8;Norte;Bebidas;Suco de Laranja 1L;PIX;999;Não;-;3
844;CUST00844;12/06/25;15/06/25;3;Nordeste;Higiene Pessoal;Shampoo 400ml;PIX;1589;Não;-;3
845;CUST00845;25/06/25;02/07/25;7;Sul;Limpeza Doméstica;Desinfetante 1L;Cartão Crédito;435;Sim;Embalagem violada;2
846;CUST00846;28/06/25;29/06/25;1;Sudeste;Alimentos Básicos;Feijão Carioca (1kg);PIX;805;Sim;Embalagem violada;1
847;CUST00847;06/06/25;10/06/25;4;Nordeste;Higiene Pessoal;Shampoo 400ml;Cartão Crédito;874;Não;Atendimento excelente;4
848;CUST00848;06/06/25;07/06/25;1;Nordeste;Higiene Pessoal;Sabonete em Barra;PIX;364;Não;-;3
849;CUST00849;17/05/25;21/05/25;4;Centro-Oeste;Alimentos Básicos;Macarrão Espaguete 500g;Cartão Crédito;641;Não;-;3
850;CUST00850;18/05/25;23/05/25;5;Sudeste;Higiene Pessoal;Shampoo 400ml;PIX;1171;Sim;Produto diferente do pedido;1
851;CUST00851;04/06/25;14/06/25;10;Sul;Bebidas;Refrigerante Cola 2L;Cartão Crédito;888;Sim;Produto diferente do pedido;2
852;CUST00852;20/05/25;25/05/25;5;Sul;Limpeza Doméstica;Desinfetante 1L;Cartão Crédito;680;Não;-;3
853;CUST00853;08/06/25;11/06/25;3;Nordeste;Alimentos Básicos;Macarrão Espaguete 500g;PIX;626;Sim;Atendimento ruim;1
854;CUST00854;17/06/25;19/06/25;2;Centro-Oeste;Higiene Pessoal;Papel Higiênico c/12;Cartão Crédito;1670;Não;-;3
855;CUST00855;20/06/25;22/06/25;2;Sudeste;Limpeza Doméstica;Esponja Múltipla;PIX;288;Sim;Quantidade incorreta;2
856;CUST00856;25/06/25;02/07/25;7;Sul;Bebidas;Refrigerante Cola 2L;PIX;894;Não;-;3
857;CUST00857;21/05/25;26/05/25;5;Sul;Limpeza Doméstica;Desinfetante 1L;Cartão Crédito;506;Não;-;3
858;CUST00858;09/06/25;10/06/25;1;Nordeste;Higiene Pessoal;Shampoo 400ml;Cartão Crédito;1443;Não;-;3
859;CUST00859;19/06/25;20/06/25;1;Sudeste;Bebidas;Água Mineral 1,5L;Cartão Crédito;356;Sim;Atendimento ruim;2
860;CUST00860;26/06/25;02/07/25;6;Norte;Higiene Pessoal;Sabonete em Barra;PIX;395;Não;-;3
861;CUST00861;11/06/25;14/06/25;3;Centro-Oeste;Bebidas;Refrigerante Cola 2L;PIX;1083;Não;-;3
862;CUST00862;21/05/25;26/05/25;5;Sudeste;Alimentos Básicos;Arroz Tipo 1 (5kg);Cartão Crédito;1752;Sim;Produto diferente do pedido;1
863;CUST00863;27/05/25;03/06/25;7;Norte;Bebidas;Suco de Laranja 1L;Cartão Crédito;861;Não;-;3
864;CUST00864;20/06/25;21/06/25;1;Centro-Oeste;Higiene Pessoal;Papel Higiênico c/12;PIX;1314;Não;-;3
865;CUST00865;01/06/25;06/06/25;5;Sul;Bebidas;Cerveja Pilsen 350ml (pack 6);Cartão Crédito;1475;Não;-;3
866;CUST00866;04/06/25;08/06/25;4;Sudeste;Limpeza Doméstica;Detergente Líquido 500ml;Cartão Crédito;400;Sim;Embalagem violada;1
867;CUST00867;22/06/25;24/06/25;2;Centro-Oeste;Limpeza Doméstica;Sabão em Pó 1kg;PIX;1373;Sim;Produto danificado;2
868;CUST00868;12/06/25;21/06/25;9;Sul;Alimentos Básicos;Feijão Carioca (1kg);Cartão Crédito;1030;Não;-;3
869;CUST00869;05/06/25;14/06/25;9;Norte;Higiene Pessoal;Shampoo 400ml;PIX;1399;Não;-;3
870;CUST00870;26/05/25;03/06/25;8;Norte;Higiene Pessoal;Shampoo 400ml;PIX;1402;Sim;Produto diferente do pedido;2
871;CUST00871;25/05/25;01/06/25;7;Norte;Alimentos Básicos;Farinha de Trigo 1kg;Cartão Débito;427;Não;-;3
872;CUST00872;27/05/25;30/05/25;3;Centro-Oeste;Bebidas;Água Mineral 1,5L;PIX;396;Não;-;3
873;CUST00873;06/06/25;13/06/25;7;Sul;Limpeza Doméstica;Sabão em Pó 1kg;Dinheiro;1012;Não;-;3
874;CUST00874;28/06/25;29/06/25;1;Nordeste;Limpeza Doméstica;Desinfetante 1L;Cartão Crédito;407;Sim;Atendimento ruim;2
875;CUST00875;18/05/25;21/05/25;3;Nordeste;Limpeza Doméstica;Sabão em Pó 1kg;PIX;1190;Sim;Produto danificado;2
876;CUST00876;28/06/25;01/07/25;3;Sudeste;Limpeza Doméstica;Esponja Múltipla;Cartão Crédito;210;Não;-;3
877;CUST00877;08/06/25;12/06/25;4;Sudeste;Limpeza Doméstica;Desinfetante 1L;Cartão Crédito;510;Não;-;3
878;CUST00878;17/05/25;22/05/25;5;Norte;Alimentos Básicos;Farinha de Trigo 1kg;PIX;588;Não;Produto conforme anunciado;4
879;CUST00879;26/05/25;27/05/25;1;Centro-Oeste;Alimentos Básicos;Feijão Carioca (1kg);PIX;629;Não;-;3
880;CUST00880;07/06/25;12/06/25;5;Sul;Bebidas;Suco de Laranja 1L;Cartão Crédito;688;Não;-;3
881;CUST00881;31/05/25;01/06/25;1;Centro-Oeste;Alimentos Básicos;Farinha de Trigo 1kg;PIX;505;Não;-;3
882;CUST00882;30/06/25;05/07/25;5;Nordeste;Bebidas;Suco de Laranja 1L;PIX;733;Não;-;3
883;CUST00883;22/06/25;27/06/25;5;Norte;Limpeza Doméstica;Sabão em Pó 1kg;Cartão Débito;802;Não;-;3
884;CUST00884;06/06/25;09/06/25;3;Sudeste;Bebidas;Água Mineral 1,5L;Cartão Crédito;315;Sim;Atraso na entrega;1
885;CUST00885;11/06/25;21/06/25;10;Norte;Bebidas;Refrigerante Cola 2L;Cartão Débito;901;Não;Ótima qualidade;4
886;CUST00886;27/06/25;02/07/25;5;Sul;Higiene Pessoal;Shampoo 400ml;Dinheiro;1545;Sim;Prazo de entrega excedido;2
887;CUST00887;15/05/25;20/05/25;5;Sudeste;Alimentos Básicos;Feijão Carioca (1kg);Cartão Crédito;1080;Sim;Produto danificado;1
888;CUST00888;19/06/25;24/06/25;5;Norte;Higiene Pessoal;Creme Dental 90g;PIX;586;Não;-;3
889;CUST00889;01/06/25;06/06/25;5;Nordeste;Limpeza Doméstica;Esponja Múltipla;Dinheiro;269;Não;-;3
890;CUST00890;07/06/25;13/06/25;6;Sul;Higiene Pessoal;Shampoo 400ml;Dinheiro;1311;Não;-;3
891;CUST00891;17/05/25;21/05/25;4;Sudeste;Bebidas;Suco de Laranja 1L;Cartão Crédito;743;Sim;Embalagem violada;2
892;CUST00892;24/06/25;25/06/25;1;Nordeste;Higiene Pessoal;Shampoo 400ml;Cartão Crédito;1621;Não;-;3
893;CUST00893;16/05/25;25/05/25;9;Sul;Alimentos Básicos;Feijão Carioca (1kg);Cartão Crédito;902;Sim;Produto diferente do pedido;2
894;CUST00894;21/06/25;23/06/25;2;Sudeste;Higiene Pessoal;Creme Dental 90g;Cartão Crédito;379;Sim;Prazo de entrega excedido;1
895;CUST00895;26/06/25;28/06/25;2;Centro-Oeste;Bebidas;Suco de Laranja 1L;Cartão Crédito;986;Não;-;3
896;CUST00896;09/06/25;13/06/25;4;Centro-Oeste;Bebidas;Água Mineral 1,5L;Cartão Débito;259;Não;-;3
897;CUST00897;26/06/25;03/07/25;7;Sul;Limpeza Doméstica;Esponja Múltipla;PIX;247;Não;-;3
898;CUST00898;31/05/25;04/06/25;4;Nordeste;Higiene Pessoal;Papel Higiênico c/12;PIX;1351;Sim;Prazo de entrega excedido;1
899;CUST00899;26/05/25;31/05/25;5;Sudeste;Alimentos Básicos;Feijão Carioca (1kg);Cartão Crédito;990;Não;-;3
900;CUST00900;23/05/25;27/05/25;4;Sudeste;Bebidas;Cerveja Pilsen 350ml (pack 6);PIX;1242;Não;-;3
901;CUST00901;27/06/25;03/07/25;6;Sul;Alimentos Básicos;Farinha de Trigo 1kg;PIX;467;Não;-;3
902;CUST00902;17/05/25;19/05/25;2;Sudeste;Higiene Pessoal;Sabonete em Barra;Cartão Crédito;368;Não;-;3
903;CUST00903;07/06/25;08/06/25;1;Nordeste;Bebidas;Suco de Laranja 1L;Cartão Débito;967;Não;-;3
904;CUST00904;18/05/25;21/05/25;3;Sudeste;Bebidas;Água Mineral 1,5L;Cartão Débito;275;Não;-;3
905;CUST00905;13/06/25;15/06/25;2;Nordeste;Limpeza Doméstica;Esponja Múltipla;Dinheiro;228;Não;-;3
906;CUST00906;27/06/25;06/07/25;9;Sul;Higiene Pessoal;Creme Dental 90g;PIX;498;Não;Produto conforme anunciado;4
907;CUST00907;13/06/25;23/06/25;10;Sul;Limpeza Doméstica;Sabão em Pó 1kg;PIX;727;Não;-;3
908;CUST00908;29/06/25;03/07/25;4;Nordeste;Alimentos Básicos;Arroz Tipo 1 (5kg);PIX;1596;Não;-;3
909;CUST00909;25/06/25;28/06/25;3;Centro-Oeste;Alimentos Básicos;Feijão Carioca (1kg);Cartão Crédito;632;Não;-;3
910;CUST00910;19/06/25;22/06/25;3;Nordeste;Alimentos Básicos;Arroz Tipo 1 (5kg);PIX;2136;Não;-;3
911;CUST00911;26/06/25;29/06/25;3;Sudeste;Alimentos Básicos;Macarrão Espaguete 500g;Cartão Débito;520;Não;-;3
912;CUST00912;10/06/25;16/06/25;6;Norte;Bebidas;Cerveja Pilsen 350ml (pack 6);Cartão Crédito;1679;Não;-;3
913;CUST00913;27/05/25;31/05/25;4;Centro-Oeste;Higiene Pessoal;Papel Higiênico c/12;PIX;1382;Não;Entrega rápida e sem problemas;5
914;CUST00914;07/06/25;09/06/25;2;Sudeste;Alimentos Básicos;Feijão Carioca (1kg);Cartão Débito;1134;Sim;Produto danificado;2
915;CUST00915;25/05/25;31/05/25;6;Norte;Higiene Pessoal;Creme Dental 90g;PIX;394;Não;-;3
916;CUST00916;06/06/25;16/06/25;10;Norte;Higiene Pessoal;Sabonete em Barra;Cartão Crédito;206;Não;-;3
917;CUST00917;06/06/25;14/06/25;8;Norte;Bebidas;Água Mineral 1,5L;PIX;485;Não;-;3
918;CUST00918;16/05/25;21/05/25;5;Centro-Oeste;Limpeza Doméstica;Sabão em Pó 1kg;Cartão Débito;1241;Sim;Cobrança duplicada;2
919;CUST00919;08/06/25;16/06/25;8;Sul;Higiene Pessoal;Papel Higiênico c/12;Cartão Crédito;1386;Não;-;3
920;CUST00920;16/06/25;17/06/25;1;Sudeste;Bebidas;Refrigerante Cola 2L;Cartão Crédito;1166;Não;-;3
921;CUST00921;20/05/25;23/05/25;3;Nordeste;Higiene Pessoal;Creme Dental 90g;Cartão Crédito;546;Sim;Produto danificado;2
922;CUST00922;27/06/25;29/06/25;2;Sudeste;Limpeza Doméstica;Detergente Líquido 500ml;Cartão Débito;468;Sim;Embalagem violada;1
923;CUST00923;03/06/25;13/06/25;10;Norte;Alimentos Básicos;Farinha de Trigo 1kg;PIX;838;Não;Ótima qualidade;4
924;CUST00924;28/06/25;30/06/25;2;Sudeste;Limpeza Doméstica;Esponja Múltipla;Cartão Crédito;258;Não;-;3
925;CUST00925;20/05/25;28/05/25;8;Sul;Bebidas;Cerveja Pilsen 350ml (pack 6);Cartão Débito;1492;Não;Entrega rápida e sem problemas;4
926;CUST00926;19/05/25;20/05/25;1;Nordeste;Bebidas;Cerveja Pilsen 350ml (pack 6);PIX;1212;Não;-;3
927;CUST00927;03/06/25;07/06/25;4;Nordeste;Alimentos Básicos;Macarrão Espaguete 500g;Cartão Crédito;569;Não;-;3
928;CUST00928;22/05/25;27/05/25;5;Nordeste;Alimentos Básicos;Farinha de Trigo 1kg;Cartão Débito;729;Não;-;3
929;CUST00929;31/05/25;09/06/25;9;Norte;Limpeza Doméstica;Esponja Múltipla;PIX;223;Não;-;3
930;CUST00930;18/05/25;20/05/25;2;Nordeste;Alimentos Básicos;Arroz Tipo 1 (5kg);Dinheiro;2586;Não;-;3
931;CUST00931;11/06/25;16/06/25;5;Nordeste;Alimentos Básicos;Farinha de Trigo 1kg;Cartão Débito;872;Não;-;3
932;CUST00932;15/06/25;23/06/25;8;Norte;Bebidas;Cerveja Pilsen 350ml (pack 6);Cartão Crédito;1770;Não;Ótima qualidade;4
933;CUST00933;29/06/25;04/07/25;5;Norte;Alimentos Básicos;Macarrão Espaguete 500g;Cartão Crédito;718;Não;-;3
934;CUST00934;24/06/25;01/07/25;7;Sul;Alimentos Básicos;Macarrão Espaguete 500g;PIX;421;Sim;Cobrança duplicada;1
935;CUST00935;10/06/25;12/06/25;2;Nordeste;Bebidas;Refrigerante Cola 2L;Cartão Crédito;1048;Não;-;3
936;CUST00936;07/06/25;12/06/25;5;Sul;Higiene Pessoal;Creme Dental 90g;Cartão Débito;438;Não;-;3
937;CUST00937;16/05/25;17/05/25;1;Centro-Oeste;Limpeza Doméstica;Detergente Líquido 500ml;Cartão Crédito;483;Sim;Cobrança duplicada;1
938;CUST00938;24/05/25;03/06/25;10;Norte;Higiene Pessoal;Creme Dental 90g;Cartão Crédito;458;Não;-;3
939;CUST00939;13/06/25;23/06/25;10;Sul;Bebidas;Cerveja Pilsen 350ml (pack 6);Cartão Crédito;1958;Não;-;3
940;CUST00940;17/06/25;20/06/25;3;Nordeste;Higiene Pessoal;Creme Dental 90g;Cartão Crédito;327;Não;-;3
941;CUST00941;07/06/25;15/06/25;8;Norte;Alimentos Básicos;Feijão Carioca (1kg);Cartão Crédito;621;Não;-;3
942;CUST00942;16/05/25;18/05/25;2;Sudeste;Limpeza Doméstica;Esponja Múltipla;PIX;109;Não;-;3
943;CUST00943;24/06/25;26/06/25;2;Sudeste;Limpeza Doméstica;Detergente Líquido 500ml;PIX;445;Não;-;3
944;CUST00944;01/06/25;03/06/25;2;Sudeste;Alimentos Básicos;Macarrão Espaguete 500g;Cartão Crédito;764;Não;-;3
945;CUST00945;11/06/25;18/06/25;7;Norte;Bebidas;Cerveja Pilsen 350ml (pack 6);PIX;1260;Não;-;3
946;CUST00946;19/06/25;29/06/25;10;Sul;Higiene Pessoal;Papel Higiênico c/12;Cartão Crédito;1647;Sim;Prazo de entrega excedido;1
947;CUST00947;18/05/25;22/05/25;4;Sudeste;Bebidas;Cerveja Pilsen 350ml (pack 6);PIX;1667;Não;Entrega rápida e sem problemas;5
948;CUST00948;25/05/25;30/05/25;5;Sul;Bebidas;Refrigerante Cola 2L;Dinheiro;1040;Não;-;3
949;CUST00949;22/05/25;25/05/25;3;Sudeste;Bebidas;Suco de Laranja 1L;Cartão Crédito;562;Não;-;3
950;CUST00950;11/06/25;18/06/25;7;Norte;Bebidas;Refrigerante Cola 2L;PIX;1147;Sim;Produto diferente do pedido;1
951;CUST00951;05/06/25;10/06/25;5;Sul;Limpeza Doméstica;Detergente Líquido 500ml;Cartão Crédito;507;Sim;Atraso na entrega;2
952;CUST00952;21/06/25;23/06/25;2;Nordeste;Bebidas;Água Mineral 1,5L;Cartão Crédito;441;Não;-;3
953;CUST00953;09/06/25;17/06/25;8;Norte;Alimentos Básicos;Feijão Carioca (1kg);Cartão Crédito;922;Sim;Atraso na entrega;2
954;CUST00954;05/06/25;10/06/25;5;Nordeste;Bebidas;Cerveja Pilsen 350ml (pack 6);Cartão Crédito;1497;Não;-;3
955;CUST00955;19/05/25;23/05/25;4;Sudeste;Higiene Pessoal;Papel Higiênico c/12;Cartão Crédito;1106;Não;-;3
956;CUST00956;25/05/25;27/05/25;2;Sudeste;Higiene Pessoal;Papel Higiênico c/12;Cartão Crédito;2042;Não;-;3
957;CUST00957;20/06/25;24/06/25;4;Nordeste;Alimentos Básicos;Arroz Tipo 1 (5kg);Cartão Débito;2411;Não;-;3
958;CUST00958;29/05/25;03/06/25;5;Sudeste;Bebidas;Cerveja Pilsen 350ml (pack 6);PIX;1508;Não;-;3
959;CUST00959;31/05/25;05/06/25;5;Centro-Oeste;Bebidas;Suco de Laranja 1L;PIX;875;Não;-;3
960;CUST00960;26/05/25;28/05/25;2;Sudeste;Higiene Pessoal;Creme Dental 90g;PIX;267;Sim;Prazo de entrega excedido;2
961;CUST00961;17/06/25;22/06/25;5;Sudeste;Higiene Pessoal;Papel Higiênico c/12;Cartão Débito;2077;Não;-;3
962;CUST00962;05/06/25;09/06/25;4;Sudeste;Higiene Pessoal;Sabonete em Barra;Cartão Débito;324;Sim;Produto danificado;2
963;CUST00963;02/06/25;07/06/25;5;Sul;Higiene Pessoal;Sabonete em Barra;Cartão Crédito;392;Não;-;3
964;CUST00964;31/05/25;04/06/25;4;Nordeste;Bebidas;Suco de Laranja 1L;Cartão Crédito;712;Não;-;3
965;CUST00965;11/06/25;12/06/25;1;Centro-Oeste;Bebidas;Cerveja Pilsen 350ml (pack 6);Cartão Crédito;1544;Sim;Prazo de entrega excedido;2
966;CUST00966;15/06/25;19/06/25;4;Nordeste;Higiene Pessoal;Papel Higiênico c/12;PIX;1520;Não;Compra sem complicações;5
967;CUST00967;27/05/25;03/06/25;7;Sul;Higiene Pessoal;Papel Higiênico c/12;Cartão Crédito;1964;Não;-;3
968;CUST00968;26/06/25;02/07/25;6;Norte;Bebidas;Água Mineral 1,5L;PIX;264;Não;-;3
969;CUST00969;05/06/25;13/06/25;8;Sul;Limpeza Doméstica;Desinfetante 1L;Cartão Débito;670;Sim;Cobrança duplicada;1
970;CUST00970;16/05/25;24/05/25;8;Sul;Alimentos Básicos;Arroz Tipo 1 (5kg);Cartão Crédito;2762;Não;-;3
971;CUST00971;31/05/25;04/06/25;4;Sudeste;Bebidas;Água Mineral 1,5L;Cartão Crédito;320;Não;-;3
972;CUST00972;16/05/25;22/05/25;6;Norte;Higiene Pessoal;Creme Dental 90g;Cartão Crédito;481;Não;-;3
973;CUST00973;14/06/25;18/06/25;4;Nordeste;Alimentos Básicos;Feijão Carioca (1kg);Cartão Crédito;641;Sim;Atendimento ruim;2
974;CUST00974;29/06/25;30/06/25;1;Centro-Oeste;Higiene Pessoal;Creme Dental 90g;Cartão Crédito;445;Não;-;3
975;CUST00975;05/06/25;11/06/25;6;Sul;Higiene Pessoal;Papel Higiênico c/12;Cartão Crédito;2100;Não;-;3
976;CUST00976;21/06/25;25/06/25;4;Sudeste;Bebidas;Suco de Laranja 1L;Cartão Crédito;717;Sim;Produto diferente do pedido;2
977;CUST00977;25/06/25;02/07/25;7;Sul;Alimentos Básicos;Macarrão Espaguete 500g;Cartão Crédito;517;Não;-;3
978;CUST00978;19/06/25;26/06/25;7;Sul;Bebidas;Refrigerante Cola 2L;PIX;961;Não;Compra sem complicações;4
979;CUST00979;16/05/25;19/05/25;3;Centro-Oeste;Bebidas;Cerveja Pilsen 350ml (pack 6);PIX;1671;Não;-;3
980;CUST00980;22/06/25;30/06/25;8;Norte;Higiene Pessoal;Shampoo 400ml;Cartão Crédito;905;Não;-;3
981;CUST00981;19/05/25;20/05/25;1;Sudeste;Bebidas;Cerveja Pilsen 350ml (pack 6);Cartão Débito;1773;Não;-;3
982;CUST00982;08/06/25;18/06/25;10;Norte;Alimentos Básicos;Farinha de Trigo 1kg;Cartão Crédito;778;Sim;Embalagem violada;1
983;CUST00983;25/06/25;30/06/25;5;Centro-Oeste;Limpeza Doméstica;Esponja Múltipla;Cartão Crédito;188;Não;-;3
984;CUST00984;09/06/25;18/06/25;9;Norte;Alimentos Básicos;Macarrão Espaguete 500g;Cartão Crédito;648;Não;-;3
985;CUST00985;05/06/25;08/06/25;3;Sudeste;Higiene Pessoal;Creme Dental 90g;PIX;420;Não;-;3
986;CUST00986;20/05/25;23/05/25;3;Nordeste;Bebidas;Suco de Laranja 1L;PIX;696;Sim;Produto danificado;1
987;CUST00987;28/05/25;30/05/25;2;Sudeste;Higiene Pessoal;Sabonete em Barra;PIX;283;Não;-;3
988;CUST00988;10/06/25;13/06/25;3;Nordeste;Limpeza Doméstica;Desinfetante 1L;Cartão Crédito;642;Não;-;3
989;CUST00989;01/06/25;02/06/25;1;Sudeste;Bebidas;Cerveja Pilsen 350ml (pack 6);Cartão Crédito;1692;Sim;Prazo de entrega excedido;1
990;CUST00990;17/05/25;23/05/25;6;Norte;Alimentos Básicos;Feijão Carioca (1kg);Cartão Crédito;953;Não;-;3
991;CUST00991;28/06/25;02/07/25;4;Nordeste;Alimentos Básicos;Macarrão Espaguete 500g;PIX;556;Não;-;3
992;CUST00992;23/05/25;28/05/25;5;Norte;Higiene Pessoal;Shampoo 400ml;Cartão Débito;1296;Sim;Atraso na entrega;2
993;CUST00993;15/05/25;19/05/25;4;Centro-Oeste;Higiene Pessoal;Creme Dental 90g;PIX;463;Não;-;3
994;CUST00994;09/06/25;19/06/25;10;Sul;Bebidas;Refrigerante Cola 2L;PIX;606;Não;-;3
995;CUST00995;27/05/25;01/06/25;5;Sudeste;Limpeza Doméstica;Detergente Líquido 500ml;Cartão Crédito;271;Não;Entrega rápida e sem problemas;5
996;CUST00996;27/05/25;29/05/25;2;Nordeste;Alimentos Básicos;Farinha de Trigo 1kg;Cartão Crédito;805;Não;Produto conforme anunciado;4
997;CUST00997;02/06/25;06/06/25;4;Sudeste;Bebidas;Suco de Laranja 1L;Cartão Débito;557;Não;-;3
998;CUST00998;12/06/25;22/06/25;10;Norte;Higiene Pessoal;Sabonete em Barra;Cartão Débito;396;Não;-;3
999;CUST00999;16/06/25;18/06/25;2;Centro-Oeste;Higiene Pessoal;Shampoo 400ml;PIX;1769;Não;-;3
1000;CUST01000;13/06/25;20/06/25;7;Sul;Limpeza Doméstica;Esponja Múltipla;PIX;195;Não;-;3
1001;CUST01001;14/06/25;23/06/25;9;Norte;Limpeza Doméstica;Esponja Múltipla;Cartão Débito;102;Não;-;3
1002;CUST01002;04/06/25;08/06/25;4;Sudeste;Alimentos Básicos;Macarrão Espaguete 500g;Cartão Crédito;708;Não;-;3
1003;CUST01003;23/06/25;02/07/25;9;Sul;Bebidas;Refrigerante Cola 2L;PIX;1078;Não;-;3
1004;CUST01004;23/06/25;01/07/25;8;Sul;Alimentos Básicos;Farinha de Trigo 1kg;Cartão Crédito;621;Não;-;3
1005;CUST01005;29/06/25;03/07/25;4;Nordeste;Bebidas;Refrigerante Cola 2L;Cartão Débito;838;Sim;Produto danificado;1
1006;CUST01006;19/05/25;29/05/25;10;Norte;Limpeza Doméstica;Sabão em Pó 1kg;Cartão Débito;731;Não;-;3
1007;CUST01007;04/06/25;09/06/25;5;Centro-Oeste;Bebidas;Suco de Laranja 1L;Cartão Débito;510;Não;-;3
1008;CUST01008;21/06/25;25/06/25;4;Sudeste;Higiene Pessoal;Creme Dental 90g;Cartão Crédito;485;Não;Atendimento excelente;4
